chr	start	end	rDHS_accession	cCRE_accession	group
chr19	51927534	51927691	EH38D3072735	EH38E1962762	PLS,CTCF-bound
chr19	51986278	51986491	EH38D3072774	EH38E1962792	pELS,CTCF-bound
chr19	51986556	51986719	EH38D3072775	EH38E1962793	PLS,CTCF-bound
chr19	51986725	51987074	EH38D3072776	EH38E1962794	PLS,CTCF-bound
chr19	51987129	51987304	EH38D3072777	EH38E1962795	pELS,CTCF-bound
chr19	52007490	52007748	EH38D3072783	EH38E1962800	pELS,CTCF-bound
chr19	52007862	52008023	EH38D3072784	EH38E1962801	PLS,CTCF-bound
chr19	52008084	52008434	EH38D3072785	EH38E1962802	PLS,CTCF-bound
chr19	52008434	52008592	EH38D3072786	EH38E1962803	pELS,CTCF-bound
chr19	52021509	52021790	EH38D3072791	EH38E1962806	dELS
chr19	52024517	52024745	EH38D3072793	EH38E1962807	dELS
chr19	52027795	52027998	EH38D3072798	EH38E1962811	pELS
chr19	52028056	52028302	EH38D3072799	EH38E1962812	PLS,CTCF-bound
chr19	52028358	52028705	EH38D3072800	EH38E1962813	PLS,CTCF-bound
chr19	52028826	52028997	EH38D3072801	EH38E1962814	pELS,CTCF-bound
chr19	52048255	52048418	EH38D3072808	EH38E1962818	pELS,CTCF-bound
chr19	52048441	52048615	EH38D3072809	EH38E1962819	PLS,CTCF-bound
chr19	52048691	52049038	EH38D3072810	EH38E1962820	PLS,CTCF-bound
chr19	52049040	52049241	EH38D3072811	EH38E1962821	PLS,CTCF-bound
chr19	52049254	52049543	EH38D3072812	EH38E1962822	pELS,CTCF-bound
chr19	52049613	52049785	EH38D3072813	EH38E1962823	pELS
chr19	52070419	52070766	EH38D3072818	EH38E1962826	dELS
chr19	52095185	52095356	EH38D3072832	EH38E1962837	pELS,CTCF-bound
chr19	52095427	52095593	EH38D3072833	EH38E1962838	pELS,CTCF-bound
chr19	52095674	52096024	EH38D3072834	EH38E1962839	PLS,CTCF-bound
chr19	52138694	52139041	EH38D3072848	EH38E1962850	pELS,CTCF-bound
chr19	52139059	52139220	EH38D3072849	EH38E1962851	pELS,CTCF-bound
chr19	52139225	52139570	EH38D3072850	EH38E1962852	pELS,CTCF-bound
chr19	52139609	52139762	EH38D3072851	EH38E1962853	PLS,CTCF-bound
chr19	52139860	52140210	EH38D3072852	EH38E1962854	PLS,CTCF-bound
chr19	52140226	52140388	EH38D3072853	EH38E1962855	pELS,CTCF-bound
chr19	52142029	52142379	EH38D3072857	EH38E1962857	pELS
chr19	52142451	52142639	EH38D3072858	EH38E1962858	PLS
chr19	52171164	52171353	EH38D3072869	EH38E1962864	PLS,CTCF-bound
chr19	52171448	52171798	EH38D3072870	EH38E1962865	PLS,CTCF-bound
chr19	52171884	52172040	EH38D3072871	EH38E1962866	pELS,CTCF-bound
chr19	52172047	52172200	EH38D3072872	EH38E1962867	pELS,CTCF-bound
chr19	52188663	52188937	EH38D3072883	EH38E1962870	pELS,CTCF-bound
chr19	52189094	52189295	EH38D3072884	EH38E1962871	pELS,CTCF-bound
chr19	52189311	52189472	EH38D3072885	EH38E1962872	pELS,CTCF-bound
chr19	52189663	52190013	EH38D3072886	EH38E1962873	pELS,CTCF-bound
chr19	52190212	52190371	EH38D3072887	EH38E1962874	PLS,CTCF-bound
chr19	52190389	52190647	EH38D3072888	EH38E1962875	pELS,CTCF-bound
chr19	52190662	52190817	EH38D3072889	EH38E1962876	pELS,CTCF-bound
chr19	52190969	52191281	EH38D3072890	EH38E1962877	pELS,CTCF-bound
chr19	52192084	52192238	EH38D3072892	EH38E1962879	dELS
chr19	52196331	52196568	EH38D3072894	EH38E1962881	dELS
chr19	52200101	52200438	EH38D3072899	EH38E1962884	pELS,CTCF-bound
chr19	52211972	52212247	EH38D3072909	EH38E1962891	dELS
chr19	52219624	52219964	EH38D3072920	EH38E1962898	dELS,CTCF-bound
chr19	52231137	52231381	EH38D3072930	EH38E1962906	pELS
chr19	52231423	52231584	EH38D3072931	EH38E1962907	pELS
chr19	52237831	52238165	EH38D3072937	EH38E1962909	CTCF-only,CTCF-bound
chr19	52248183	52248528	EH38D3072940	EH38E1962910	CTCF-only,CTCF-bound
chr19	52256472	52256633	EH38D3072941	EH38E1962911	CTCF-only,CTCF-bound
chr19	52269346	52269696	EH38D3072948	EH38E1962915	PLS,CTCF-bound
chr19	52269759	52269953	EH38D3072949	EH38E1962916	pELS,CTCF-bound
chr19	52269984	52270188	EH38D3072950	EH38E1962917	pELS,CTCF-bound
chr19	52270240	52270400	EH38D3072951	EH38E1962918	pELS,CTCF-bound
chr19	52270435	52270641	EH38D3072952	EH38E1962919	pELS,CTCF-bound
chr19	52296556	52296723	EH38D3072970	EH38E1962934	pELS,CTCF-bound
chr19	52296848	52297021	EH38D3072971	EH38E1962935	pELS,CTCF-bound
chr19	52297041	52297365	EH38D3072972	EH38E1962936	PLS,CTCF-bound
chr19	52297365	52297587	EH38D3072973	EH38E1962937	pELS,CTCF-bound
chr19	52297656	52297882	EH38D3072974	EH38E1962938	PLS,CTCF-bound
chr19	52298059	52298264	EH38D3072976	EH38E1962939	pELS,CTCF-bound
chr19	52336057	52336407	EH38D3072994	EH38E1962948	PLS,CTCF-bound
chr19	52336488	52336658	EH38D3072995	EH38E1962949	pELS,CTCF-bound
chr19	52336662	52336826	EH38D3072996	EH38E1962950	pELS,CTCF-bound
chr19	52337077	52337237	EH38D3072998	EH38E1962951	pELS,CTCF-bound
chr19	52343595	52343944	EH38D3073004	EH38E1962955	pELS,CTCF-bound
chr19	52351578	52351858	EH38D3073009	EH38E1962959	dELS,CTCF-bound
chr19	52369728	52370077	EH38D3073015	EH38E1962963	PLS,CTCF-bound
chr19	52370118	52370375	EH38D3073016	EH38E1962964	pELS,CTCF-bound
chr19	52370422	52370625	EH38D3073017	EH38E1962965	pELS
chr19	52391237	52391406	EH38D3073021	EH38E1962968	DNase-H3K4me3,CTCF-bound
chr19	52397628	52397978	EH38D3073026	EH38E1962972	PLS,CTCF-bound
chr19	52398067	52398336	EH38D3073027	EH38E1962973	pELS,CTCF-bound
chr19	52429014	52429194	EH38D3073037	EH38E1962980	PLS,CTCF-bound
chr19	52453352	52453701	EH38D3073044	EH38E1962984	PLS,CTCF-bound
chr19	52453707	52453898	EH38D3073045	EH38E1962985	pELS,CTCF-bound
chr19	52464827	52465169	EH38D3073049	EH38E1962987	dELS,CTCF-bound
chr19	52465184	52465388	EH38D3073050	EH38E1962988	dELS,CTCF-bound
chr19	52485152	52485338	EH38D3073058	EH38E1962994	dELS
chr19	52485409	52485568	EH38D3073059	EH38E1962995	dELS
chr19	52485596	52485922	EH38D3073060	EH38E1962996	dELS
chr19	52485963	52486257	EH38D3073061	EH38E1962997	dELS
chr19	52492274	52492494	EH38D3073064	EH38E1962998	dELS,CTCF-bound
chr19	52492571	52492920	EH38D3073065	EH38E1962999	dELS,CTCF-bound
chr19	52492965	52493154	EH38D3073066	EH38E1963000	dELS,CTCF-bound
chr19	52493155	52493499	EH38D3073067	EH38E1963001	dELS,CTCF-bound
chr19	52527075	52527360	EH38D3073099	EH38E1963024	pELS,CTCF-bound
chr19	52527431	52527773	EH38D3073100	EH38E1963025	PLS,CTCF-bound
chr19	52527859	52528029	EH38D3073101	EH38E1963026	pELS,CTCF-bound
chr19	52528029	52528289	EH38D3073102	EH38E1963027	pELS,CTCF-bound
chr19	52535427	52535705	EH38D3073107	EH38E1963032	dELS,CTCF-bound
chr19	52535759	52536108	EH38D3073108	EH38E1963033	dELS,CTCF-bound
chr19	52536143	52536328	EH38D3073109	EH38E1963034	dELS,CTCF-bound
chr19	52536497	52536774	EH38D3073110	EH38E1963035	dELS,CTCF-bound
chr19	52543006	52543353	EH38D3073117	EH38E1963040	dELS
chr19	52558812	52559086	EH38D3073121	EH38E1963044	dELS
chr19	52566610	52566954	EH38D3073128	EH38E1963051	dELS
chr19	52569691	52569946	EH38D3073130	EH38E1963053	pELS,CTCF-bound
chr19	52570067	52570392	EH38D3073131	EH38E1963054	PLS,CTCF-bound
chr19	52570458	52570682	EH38D3073132	EH38E1963055	PLS,CTCF-bound
chr19	52570687	52570853	EH38D3073133	EH38E1963056	PLS,CTCF-bound
chr19	52590782	52591029	EH38D3073138	EH38E1963060	DNase-H3K4me3,CTCF-bound
chr19	52599309	52599492	EH38D3073142	EH38E1963062	pELS
chr19	52600691	52600995	EH38D3073145	EH38E1963065	pELS,CTCF-bound
chr19	52601053	52601401	EH38D3073146	EH38E1963066	dELS,CTCF-bound
chr19	52601416	52601592	EH38D3073147	EH38E1963067	dELS,CTCF-bound
chr19	52601820	52602021	EH38D3073148	EH38E1963068	dELS,CTCF-bound
chr19	52602082	52602236	EH38D3073149	EH38E1963069	dELS,CTCF-bound
chr19	52622318	52622614	EH38D3073172	EH38E1963078	dELS,CTCF-bound
chr19	52637594	52637824	EH38D3073183	EH38E1963085	pELS,CTCF-bound
chr19	52637984	52638173	EH38D3073184	EH38E1963086	pELS,CTCF-bound
chr19	52638240	52638586	EH38D3073185	EH38E1963087	PLS,CTCF-bound
chr19	52638693	52638932	EH38D3073186	EH38E1963088	pELS,CTCF-bound
chr19	52640952	52641297	EH38D3073189	EH38E1963091	dELS
chr19	52648318	52648650	EH38D3073192	EH38E1963093	dELS
chr19	52648716	52648907	EH38D3073193	EH38E1963094	dELS
chr19	52658723	52659011	EH38D3073198	EH38E1963099	pELS,CTCF-bound
chr19	52659062	52659264	EH38D3073199	EH38E1963100	pELS,CTCF-bound
chr19	52662672	52663016	EH38D3073202	EH38E1963103	pELS
chr19	52664551	52664752	EH38D3073205	EH38E1963106	dELS
chr19	52665077	52665413	EH38D3073206	EH38E1963107	dELS
chr19	52665523	52665870	EH38D3073207	EH38E1963108	dELS,CTCF-bound
chr19	52670040	52670389	EH38D3073211	EH38E1963112	dELS,CTCF-bound
chr19	52685882	52686076	EH38D3073222	EH38E1963119	dELS
chr19	52688987	52689218	EH38D3073227	EH38E1963124	pELS
chr19	52689949	52690114	EH38D3073229	EH38E1963126	pELS,CTCF-bound
chr19	52690164	52690343	EH38D3073230	EH38E1963127	pELS,CTCF-bound
chr19	52690385	52690731	EH38D3073231	EH38E1963128	PLS,CTCF-bound
chr19	52690788	52691006	EH38D3073232	EH38E1963129	pELS,CTCF-bound
chr19	52691189	52691396	EH38D3073233	EH38E1963130	pELS,CTCF-bound
chr19	52691448	52691662	EH38D3073234	EH38E1963131	pELS,CTCF-bound
chr19	52691724	52692073	EH38D3073235	EH38E1963132	pELS,CTCF-bound
chr19	52692459	52692808	EH38D3073236	EH38E1963133	dELS
chr19	52699539	52699888	EH38D3073243	EH38E1963137	dELS,CTCF-bound
chr19	52715911	52716261	EH38D3073250	EH38E1963141	dELS
chr19	52716583	52716894	EH38D3073252	EH38E1963143	dELS
chr19	52722385	52722727	EH38D3073256	EH38E1963146	dELS
chr19	52723860	52724208	EH38D3073257	EH38E1963147	dELS
chr19	52724279	52724493	EH38D3073258	EH38E1963148	dELS
chr19	52724607	52724875	EH38D3073259	EH38E1963149	dELS,CTCF-bound
chr19	52725050	52725349	EH38D3073260	EH38E1963150	dELS
chr19	52725351	52725577	EH38D3073261	EH38E1963151	dELS
chr19	52725634	52725979	EH38D3073262	EH38E1963152	dELS
chr19	52726065	52726346	EH38D3073263	EH38E1963153	dELS
chr19	52734329	52734675	EH38D3073270	EH38E1963159	pELS
chr19	52734680	52734832	EH38D3073271	EH38E1963160	pELS,CTCF-bound
chr19	52734923	52735272	EH38D3073272	EH38E1963161	PLS,CTCF-bound
chr19	52735374	52735577	EH38D3073273	EH38E1963162	pELS,CTCF-bound
chr19	52735805	52736124	EH38D3073274	EH38E1963163	pELS,CTCF-bound
chr19	52742088	52742435	EH38D3073283	EH38E1963171	dELS
chr19	52748371	52748685	EH38D3073287	EH38E1963175	dELS,CTCF-bound
chr19	52786065	52786216	EH38D3073313	EH38E1963196	pELS
chr19	52786222	52786456	EH38D3073314	EH38E1963197	pELS,CTCF-bound
chr19	52786653	52787001	EH38D3073315	EH38E1963198	PLS,CTCF-bound
chr19	52787023	52787333	EH38D3073316	EH38E1963199	pELS,CTCF-bound
chr19	52787402	52787665	EH38D3073317	EH38E1963200	pELS,CTCF-bound
chr19	52820913	52821183	EH38D3073325	EH38E1963204	pELS,CTCF-bound
chr19	52821345	52821635	EH38D3073326	EH38E1963205	PLS,CTCF-bound
chr19	52821663	52821958	EH38D3073327	EH38E1963206	PLS,CTCF-bound
chr19	52857253	52857435	EH38D3073347	EH38E1963218	pELS,CTCF-bound
chr19	52857454	52857622	EH38D3073348	EH38E1963219	PLS,CTCF-bound
chr19	52857684	52857893	EH38D3073349	EH38E1963220	PLS,CTCF-bound
chr19	52857911	52858249	EH38D3073350	EH38E1963221	pELS,CTCF-bound
chr19	52858373	52858569	EH38D3073351	EH38E1963222	pELS
chr19	52860564	52860911	EH38D3073355	EH38E1963225	dELS
chr19	52896543	52896765	EH38D3073374	EH38E1963238	pELS
chr19	52896849	52897133	EH38D3073375	EH38E1963239	pELS,CTCF-bound
chr19	52897147	52897496	EH38D3073376	EH38E1963240	pELS,CTCF-bound
chr19	52897539	52897888	EH38D3073377	EH38E1963241	PLS,CTCF-bound
chr19	52898111	52898459	EH38D3073378	EH38E1963242	pELS
chr19	52923039	52923251	EH38D3073393	EH38E1963251	pELS,CTCF-bound
chr19	52923306	52923654	EH38D3073394	EH38E1963252	PLS,CTCF-bound
chr19	52923811	52924032	EH38D3073395	EH38E1963253	pELS
chr19	52924238	52924585	EH38D3073396	EH38E1963254	pELS,CTCF-bound
chr19	52924717	52924990	EH38D3073397	EH38E1963255	pELS,CTCF-bound
chr19	52935433	52935777	EH38D3073403	EH38E1963258	dELS
chr19	52936098	52936311	EH38D3073404	EH38E1963259	dELS,CTCF-bound
chr19	52936337	52936687	EH38D3073405	EH38E1963260	dELS,CTCF-bound
chr19	52936781	52936948	EH38D3073406	EH38E1963261	dELS
chr19	52936998	52937287	EH38D3073407	EH38E1963262	dELS
chr19	52938806	52939066	EH38D3073409	EH38E1963263	dELS
chr19	52941780	52942025	EH38D3073413	EH38E1963267	pELS,CTCF-bound
chr19	52942089	52942345	EH38D3073414	EH38E1963268	pELS,CTCF-bound
chr19	52942452	52942802	EH38D3073415	EH38E1963269	PLS,CTCF-bound
chr19	52942956	52943306	EH38D3073416	EH38E1963270	pELS,CTCF-bound
chr19	52943923	52944137	EH38D3073419	EH38E1963272	pELS
chr19	52945132	52945470	EH38D3073422	EH38E1963275	dELS
chr19	52945948	52946254	EH38D3073424	EH38E1963277	dELS
chr19	52946407	52946755	EH38D3073425	EH38E1963278	dELS,CTCF-bound
chr19	52959677	52960026	EH38D3073430	EH38E1963282	DNase-H3K4me3,CTCF-bound
chr19	52962429	52962741	EH38D3073433	EH38E1963285	PLS,CTCF-bound
chr19	52962796	52963145	EH38D3073434	EH38E1963286	PLS,CTCF-bound
chr19	52963228	52963378	EH38D3073435	EH38E1963287	pELS,CTCF-bound
chr19	52963423	52963632	EH38D3073436	EH38E1963288	pELS,CTCF-bound
chr19	52990882	52991057	EH38D3073449	EH38E1963296	dELS,CTCF-bound
chr19	52991074	52991408	EH38D3073450	EH38E1963297	dELS
chr19	52991549	52991885	EH38D3073451	EH38E1963298	pELS,CTCF-bound
chr19	52991999	52992230	EH38D3073452	EH38E1963299	pELS,CTCF-bound
chr19	52992388	52992732	EH38D3073453	EH38E1963300	pELS
chr19	52992747	52992948	EH38D3073454	EH38E1963301	pELS,CTCF-bound
chr19	52992978	52993152	EH38D3073455	EH38E1963302	pELS,CTCF-bound
chr19	52993442	52993597	EH38D3073456	EH38E1963303	PLS,CTCF-bound
chr19	52993608	52993867	EH38D3073457	EH38E1963304	pELS,CTCF-bound
chr19	52993929	52994158	EH38D3073458	EH38E1963305	pELS,CTCF-bound
chr19	52997595	52997944	EH38D3073462	EH38E1963309	dELS
chr19	53010520	53010857	EH38D3073474	EH38E1963321	dELS,CTCF-bound
chr19	53019707	53020051	EH38D3073482	EH38E1963328	DNase-H3K4me3,CTCF-bound
chr19	53028350	53028681	EH38D3073488	EH38E1963330	dELS
chr19	53037129	53037474	EH38D3073497	EH38E1963335	pELS
chr19	53037834	53037992	EH38D3073499	EH38E1963337	PLS
chr19	53058142	53058294	EH38D3073512	EH38E1963347	dELS,CTCF-bound
chr19	53058301	53058645	EH38D3073513	EH38E1963348	dELS
chr19	53076963	53077307	EH38D3073523	EH38E1963354	pELS,CTCF-bound
chr19	53091424	53091701	EH38D3073528	EH38E1963359	dELS,CTCF-bound
chr19	53094943	53095140	EH38D3073530	EH38E1963361	dELS
chr19	53095165	53095443	EH38D3073531	EH38E1963362	dELS
chr19	53101581	53101806	EH38D3073536	EH38E1963366	pELS
chr19	53102196	53102544	EH38D3073537	EH38E1963367	pELS,CTCF-bound
chr19	53102686	53102987	EH38D3073538	EH38E1963368	pELS,CTCF-bound
chr19	53103017	53103216	EH38D3073539	EH38E1963369	pELS,CTCF-bound
chr19	53103344	53103694	EH38D3073540	EH38E1963370	PLS,CTCF-bound
chr19	53103793	53104052	EH38D3073541	EH38E1963371	pELS
chr19	53131216	53131371	EH38D3073555	EH38E1963382	pELS
chr19	53132245	53132515	EH38D3073557	EH38E1963384	pELS
chr19	53132545	53132708	EH38D3073558	EH38E1963385	pELS,CTCF-bound
chr19	53132736	53133086	EH38D3073559	EH38E1963386	PLS,CTCF-bound
chr19	53157699	53158040	EH38D3073567	EH38E1963390	pELS
chr19	53158260	53158589	EH38D3073569	EH38E1963391	pELS
chr19	53158929	53159279	EH38D3073570	EH38E1963392	PLS,CTCF-bound
chr19	53159287	53159469	EH38D3073571	EH38E1963393	pELS,CTCF-bound
chr19	53161142	53161490	EH38D3073573	EH38E1963395	pELS
chr19	53182204	53182530	EH38D3073579	EH38E1963399	dELS
chr19	53183217	53183526	EH38D3073582	EH38E1963402	dELS
chr19	53185317	53185477	EH38D3073585	EH38E1963403	CTCF-only,CTCF-bound
chr19	53192741	53192943	EH38D3073589	EH38E1963407	pELS,CTCF-bound
chr19	53192989	53193168	EH38D3073590	EH38E1963408	pELS,CTCF-bound
chr19	53193224	53193573	EH38D3073591	EH38E1963409	PLS,CTCF-bound
chr19	53193574	53193784	EH38D3073592	EH38E1963410	pELS,CTCF-bound
chr19	53195297	53195645	EH38D3073593	EH38E1963411	CTCF-only,CTCF-bound
chr19	53195713	53195978	EH38D3073594	EH38E1963412	DNase-H3K4me3,CTCF-bound
chr19	53196593	53196822	EH38D3073596	EH38E1963413	pELS,CTCF-bound
chr19	53196844	53197194	EH38D3073597	EH38E1963414	PLS,CTCF-bound
chr19	53197208	53197394	EH38D3073598	EH38E1963415	PLS,CTCF-bound
chr19	53254297	53254459	EH38D3073614	EH38E1963423	pELS,CTCF-bound
chr19	53254526	53254708	EH38D3073615	EH38E1963424	pELS,CTCF-bound
chr19	53254732	53255080	EH38D3073616	EH38E1963425	PLS,CTCF-bound
chr19	53255083	53255329	EH38D3073617	EH38E1963426	pELS,CTCF-bound
chr19	53257756	53258065	EH38D3073619	EH38E1963428	CTCF-only,CTCF-bound
chr19	53275495	53275834	EH38D3073625	EH38E1963429	dELS
chr19	53294885	53295090	EH38D3073629	EH38E1963430	dELS
chr19	53308411	53308735	EH38D3073635	EH38E1963433	PLS,CTCF-bound
chr19	53308738	53308942	EH38D3073636	EH38E1963434	PLS,CTCF-bound
chr19	53333199	53333371	EH38D3073646	EH38E1963439	pELS,CTCF-bound
chr19	53333519	53333867	EH38D3073647	EH38E1963440	PLS,CTCF-bound
chr19	53334024	53334370	EH38D3073648	EH38E1963441	pELS
chr19	53365201	53365364	EH38D3073660	EH38E1963451	pELS,CTCF-bound
chr19	53365480	53365830	EH38D3073661	EH38E1963452	PLS,CTCF-bound
chr19	53365906	53366110	EH38D3073662	EH38E1963453	pELS,CTCF-bound
chr19	53366111	53366261	EH38D3073663	EH38E1963454	pELS,CTCF-bound
chr19	53374317	53374551	EH38D3073668	EH38E1963457	dELS
chr19	53389039	53389240	EH38D3073673	EH38E1963462	dELS
chr19	53389657	53389949	EH38D3073675	EH38E1963463	dELS
chr19	53390070	53390416	EH38D3073676	EH38E1963464	dELS
chr19	53391531	53391788	EH38D3073678	EH38E1963466	CTCF-only,CTCF-bound
chr19	53393597	53393941	EH38D3073682	EH38E1963468	pELS
chr19	53394373	53394558	EH38D3073684	EH38E1963469	pELS,CTCF-bound
chr19	53394578	53394877	EH38D3073685	EH38E1963470	pELS,CTCF-bound
chr19	53394913	53395263	EH38D3073686	EH38E1963471	PLS,CTCF-bound
chr19	53395434	53395713	EH38D3073687	EH38E1963472	pELS,CTCF-bound
chr19	53420584	53420785	EH38D3073695	EH38E1963478	dELS
chr19	53423832	53423986	EH38D3073701	EH38E1963483	dELS,CTCF-bound
chr19	53425068	53425322	EH38D3073703	EH38E1963484	pELS,CTCF-bound
chr19	53431419	53431684	EH38D3073707	EH38E1963485	pELS,CTCF-bound
chr19	53431742	53432089	EH38D3073708	EH38E1963486	PLS,CTCF-bound
chr19	53432309	53432517	EH38D3073709	EH38E1963487	pELS,CTCF-bound
chr19	53463043	53463300	EH38D3073728	EH38E1963501	dELS
chr19	53463311	53463659	EH38D3073729	EH38E1963502	dELS
chr19	53467115	53467267	EH38D3073731	EH38E1963504	pELS,CTCF-bound
chr19	53467329	53467488	EH38D3073732	EH38E1963505	pELS,CTCF-bound
chr19	53467529	53467879	EH38D3073733	EH38E1963506	PLS,CTCF-bound
chr19	53467895	53468098	EH38D3073734	EH38E1963507	pELS,CTCF-bound
chr19	53497479	53497669	EH38D3073752	EH38E1963521	pELS,CTCF-bound
chr19	53498098	53498437	EH38D3073754	EH38E1963523	dELS
chr19	53503193	53503542	EH38D3073759	EH38E1963527	PLS,CTCF-bound
chr19	53503827	53504015	EH38D3073760	EH38E1963528	PLS
chr19	53504426	53504737	EH38D3073762	EH38E1963530	pELS,CTCF-bound
chr19	53504972	53505201	EH38D3073763	EH38E1963531	pELS,CTCF-bound
chr19	53508169	53508411	EH38D3073766	EH38E1963532	dELS,CTCF-bound
chr19	53511905	53512207	EH38D3073769	EH38E1963535	CTCF-only,CTCF-bound
chr19	53518782	53518985	EH38D3073772	EH38E1963538	dELS
chr19	53520684	53521033	EH38D3073775	EH38E1963540	PLS,CTCF-bound
chr19	53521213	53521489	EH38D3073776	EH38E1963541	pELS
chr19	53531565	53531843	EH38D3073778	EH38E1963543	dELS
chr19	53535523	53535867	EH38D3073780	EH38E1963545	pELS
chr19	53535884	53536232	EH38D3073781	EH38E1963546	pELS
chr19	53537074	53537424	EH38D3073783	EH38E1963548	pELS,CTCF-bound
chr19	53537525	53537773	EH38D3073784	EH38E1963549	pELS,CTCF-bound
chr19	53537802	53538009	EH38D3073785	EH38E1963550	PLS,CTCF-bound
chr19	53538011	53538354	EH38D3073786	EH38E1963551	PLS,CTCF-bound
chr19	53538400	53538590	EH38D3073787	EH38E1963552	pELS,CTCF-bound
chr19	53538614	53538775	EH38D3073788	EH38E1963553	PLS,CTCF-bound
chr19	53538921	53539095	EH38D3073789	EH38E1963554	pELS,CTCF-bound
chr19	53539448	53539624	EH38D3073790	EH38E1963555	pELS
chr19	53541987	53542321	EH38D3073793	EH38E1963558	dELS
chr19	53544527	53544869	EH38D3073797	EH38E1963562	dELS
chr19	53545184	53545499	EH38D3073798	EH38E1963563	dELS
chr19	53545679	53546007	EH38D3073799	EH38E1963564	dELS,CTCF-bound
chr19	53549365	53549712	EH38D3073805	EH38E1963570	dELS
chr19	53553219	53553559	EH38D3073810	EH38E1963574	pELS
chr19	53553581	53553786	EH38D3073811	EH38E1963575	pELS
chr19	53553840	53554137	EH38D3073812	EH38E1963576	pELS
chr19	53554169	53554334	EH38D3073813	EH38E1963577	pELS,CTCF-bound
chr19	53554421	53554771	EH38D3073814	EH38E1963578	PLS,CTCF-bound
chr19	53554967	53555214	EH38D3073815	EH38E1963579	pELS
chr19	53555249	53555475	EH38D3073816	EH38E1963580	pELS
chr19	53565066	53565244	EH38D3073824	EH38E1963586	dELS,CTCF-bound
chr19	53582035	53582355	EH38D3073854	EH38E1963613	dELS
chr19	53586352	53586700	EH38D3073858	EH38E1963617	dELS
chr19	53593030	53593244	EH38D3073863	EH38E1963622	dELS,CTCF-bound
chr19	53595108	53595441	EH38D3073865	EH38E1963624	dELS
chr19	53595561	53595732	EH38D3073866	EH38E1963625	dELS
chr19	53596204	53596371	EH38D3073867	EH38E1963626	dELS
chr19	53597034	53597381	EH38D3073868	EH38E1963627	dELS
chr19	53612732	53613048	EH38D3073876	EH38E1963634	dELS,CTCF-bound
chr19	53613207	53613469	EH38D3073877	EH38E1963635	dELS
chr19	53619816	53620163	EH38D3073880	EH38E1963638	dELS
chr19	53621819	53622169	EH38D3073882	EH38E1963639	dELS
chr19	53622220	53622400	EH38D3073883	EH38E1963640	dELS,CTCF-bound
chr19	53622459	53622616	EH38D3073884	EH38E1963641	dELS,CTCF-bound
chr19	53642362	53642657	EH38D3073899	EH38E1963652	dELS
chr19	53644160	53644383	EH38D3073900	EH38E1963653	dELS,CTCF-bound
chr19	53659302	53659652	EH38D3073920	EH38E1963669	pELS,CTCF-bound
chr19	53661239	53661513	EH38D3073923	EH38E1963672	dELS,CTCF-bound
chr19	53664863	53665064	EH38D3073928	EH38E1963675	pELS
chr19	53666444	53666595	EH38D3073930	EH38E1963676	pELS
chr19	53668867	53669079	EH38D3073933	EH38E1963679	pELS
chr19	53746299	53746644	EH38D3073957	EH38E1963688	pELS,CTCF-bound
chr19	53747015	53747231	EH38D3073958	EH38E1963689	pELS,CTCF-bound
chr19	53769107	53769454	EH38D3073962	EH38E1963691	pELS
chr19	53771217	53771560	EH38D3073964	EH38E1963693	pELS
chr19	53772931	53773172	EH38D3073966	EH38E1963695	pELS,CTCF-bound
chr19	53773363	53773606	EH38D3073968	EH38E1963696	pELS,CTCF-bound
chr19	53782829	53783030	EH38D3073975	EH38E1963703	dELS
chr19	53785109	53785440	EH38D3073976	EH38E1963704	dELS
chr19	53785583	53785837	EH38D3073977	EH38E1963705	pELS
chr19	53790164	53790473	EH38D3073983	EH38E1963711	pELS,CTCF-bound
chr19	53792804	53793116	EH38D3073985	EH38E1963713	dELS,CTCF-bound
chr19	53793333	53793508	EH38D3073986	EH38E1963714	dELS,CTCF-bound
chr19	53808816	53809020	EH38D3073991	EH38E1963716	CTCF-only,CTCF-bound
chr19	53809506	53809772	EH38D3073992	EH38E1963717	CTCF-only,CTCF-bound
chr19	53812416	53812607	EH38D3073995	EH38E1963719	CTCF-only,CTCF-bound
chr19	53818751	53819097	EH38D3074000	EH38E1963720	dELS,CTCF-bound
chr19	53823706	53824054	EH38D3074003	EH38E1963722	pELS,CTCF-bound
chr19	53824278	53824624	EH38D3074004	EH38E1963723	PLS,CTCF-bound
chr19	53830026	53830374	EH38D3074009	EH38E1963726	pELS,CTCF-bound
chr19	53830813	53831159	EH38D3074010	EH38E1963727	pELS
chr19	53831231	53831430	EH38D3074011	EH38E1963728	pELS
chr19	53837358	53837698	EH38D3074013	EH38E1963730	dELS
chr19	53840959	53841295	EH38D3074018	EH38E1963735	dELS
chr19	53842247	53842597	EH38D3074020	EH38E1963736	dELS,CTCF-bound
chr19	53842601	53842855	EH38D3074021	EH38E1963737	dELS,CTCF-bound
chr19	53844025	53844226	EH38D3074022	EH38E1963738	dELS
chr19	53847570	53847913	EH38D3074025	EH38E1963741	dELS
chr19	53849268	53849615	EH38D3074027	EH38E1963742	dELS,CTCF-bound
chr19	53851621	53851797	EH38D3074030	EH38E1963745	dELS,CTCF-bound
chr19	53851824	53852092	EH38D3074031	EH38E1963746	dELS,CTCF-bound
chr19	53852945	53853242	EH38D3074032	EH38E1963747	dELS,CTCF-bound
